DataAcc	SpecAcc	Age	RunID	ZTime	gtype	light	temp	sampleID	bname	header_	ZTime_int	fname_	date	genome	tophatOpt	trimmoOpt	type		sampleCode	mapped_reads	total_reads	runID
196RS7	Bd	Wk3	196R	ZT20	Bd21	LD	20C	S7	196R-Bd21-3-LD-20C-ZT20_S7_Bd21-v3-1.stringtie		20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S7/196R-Bd21-3-LD-20C-ZT20_S7_Bd21-v3-1.stringtie.count										196R
196RS9	Bd	Wk3	196R	ZT0	ppd1-1	LD	20C	S9	196R-Bd21-3-LD-20C-ZT0_S9_Bd21-v3-1.stringtie		0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq/196R/S9/196R-Bd21-3-LD-20C-ZT0_S9_Bd21-v3-1.stringtie.count										196R
																						
																						
199RS0									Undetermined_S0_Bd21-v3-1.stringtie.count													
199RS1	Bd	Wk6	199R	ZT0	Bd21	SD	20C	S1	199R-Bd21-3-SD-20C-ZT0-6W_S1_Bd21-v3-1.stringt...													
199RS10	Bd	Wk6	199R	ZT1	PPD1OX	SD	20C	S10	199R-PPD1OX-1-SD-20C-ZT1-6W_S10_Bd21-v3-1.stri...													
199RS11	Bd	Wk6	199R	ZT4	PPD1OX	SD	20C	S11	199R-PPD1OX-1-SD-20C-ZT4-6W_S11_Bd21-v3-1.stri...													
199RS12	Bd	Wk6	199R	ZT8	PPD1OX	SD	20C	S12	199R-PPD1OX-1-SD-20C-ZT8-6W_S12_Bd21-v3-1.stri...													
199RS13	Bd	Wk6	199R	ZT12	PPD1OX	SD	20C	S13	199R-PPD1OX-1-SD-20C-ZT12-6W_S13_Bd21-v3-1.str...													
199RS14	Bd	Wk6	199R	ZT16	PPD1OX	SD	20C	S14	199R-PPD1OX-1-SD-20C-ZT16-6W_S14_Bd21-v3-1.str...													
199RS15	Bd	Wk6	199R	ZT20	PPD1OX	SD	20C	S15	199R-PPD1OX-1-SD-20C-ZT20-6W_S15_Bd21-v3-1.str...													
199RS16	Bd	Wk6	199R	ZT22	PPD1OX	SD	20C	S16	199R-PPD1OX-1-SD-20C-ZT22-6W_S16_Bd21-v3-1.str...													
199RS2	Bd	Wk6	199R	ZT1	Bd21	SD	20C	S2	199R-Bd21-3-SD-20C-ZT1-6W_S2_Bd21-v3-1.stringt...													
199RS3	Bd	Wk6	199R	ZT4	Bd21	SD	20C	S3	199R-Bd21-3-SD-20C-ZT4-6W_S3_Bd21-v3-1.stringt...													
199RS4	Bd	Wk6	199R	ZT8	Bd21	SD	20C	S4	199R-Bd21-3-SD-20C-ZT8-6W_S4_Bd21-v3-1.stringt...													
199RS5	Bd	Wk6	199R	ZT12	Bd21	SD	20C	S5	199R-Bd21-3-SD-20C-ZT12-6W_S5_Bd21-v3-1.string...													
199RS6	Bd	Wk6	199R	ZT16	Bd21	SD	20C	S6	199R-Bd21-3-SD-20C-ZT16-6W_S6_Bd21-v3-1.string...													
199RS7	Bd	Wk6	199R	ZT20	Bd21	SD	20C	S7	199R-Bd21-3-SD-20C-ZT20-6W_S7_Bd21-v3-1.string...													
199RS8	Bd	Wk6	199R	ZT22	Bd21	SD	20C	S8	199R-Bd21-3-SD-20C-ZT22-6W_S8_Bd21-v3-1.string...													
199RS9	Bd	Wk6	199R	ZT0	PPD1OX	SD	20C	S9	199R-PPD1OX-1-SD-20C-ZT0-6W_S9_Bd21-v3-1.strin...													
																						
																						
201RS13	Bd	Wk4	201R	ZT12	phyC	LD	20C	S13	phyC-4-ZT16-20C-4W-LD_S13_Bd21-v3-1.stringtie....													
201RS14	Bd	Wk4	201R	ZT16	phyC	LD	20C	S14	phyC-4-ZT20-20C-4W-LD_S14_Bd21-v3-1.stringtie....													
201RS15	Bd	Wk4	201R	ZT20	phyC	LD	20C	S15	phyC-4-ZT22-20C-4W-LD_S15_Bd21-v3-1.stringtie....													
201RS16	Bd	Wk4	201R	ZT22	phyC	LD	20C	S16	phyC-4-ZT22-20C-4W-LD_S16_Bd21-v3-1.stringtie....													
201RS17	Bd	Wk3	201R	ZT0	se5	LD	20C	S17	se5-ZT0-20C-3W-LD_S17_Bd21-v3-1.stringtie.count													
201RS18	Bd	Wk3	201R	ZT4	se5	LD	20C	S18	se5-ZT4-20C-3W-LD_S18_Bd21-v3-1.stringtie.count													
201RS19	Bd	Wk3	201R	ZT8	se5	LD	20C	S19	se5-ZT8-20C-3W-LD_S19_Bd21-v3-1.stringtie.count													
201RS2	Bd	Wk4	201R	ZT1	Bd21	LD	20C	S2	Bd21-3-ZT1-20C-4W-LD_S2_Bd21-v3-1.stringtie.count													
201RS20	Bd	Wk3	201R	ZT12	se5	LD	20C	S20	se5-ZT12-20C-3W-LD_S20_Bd21-v3-1.stringtie.count													
201RS21	Bd	Wk3	201R	ZT16	se5	LD	20C	S21	se5-ZT16-20C-3W-LD_S21_Bd21-v3-1.stringtie.count													
201RS22	Bd	Wk3	201R	ZT20	se5	LD	20C	S22	se5-ZT20-20C-3W-LD_S22_Bd21-v3-1.stringtie.count													
201RS23	Bd	Wk3	201R	ZT22	se5	LD	20C	S23	se5-ZT22-20C-3W-LD_S23_Bd21-v3-1.stringtie.count													
201RS3	Bd	Wk4	201R	ZT4	Bd21	LD	20C	S3	Bd21-3-ZT4-20C-4W-LD_S3_Bd21-v3-1.stringtie.count													
201RS4	Bd	Wk4	201R	ZT8	Bd21	LD	20C	S4	Bd21-3-ZT8-20C-4W-LD_S4_Bd21-v3-1.stringtie.count													
201RS5	Bd	Wk4	201R	ZT12	Bd21	LD	20C	S5	Bd21-3-ZT12-20C-4W-LD_S5_Bd21-v3-1.stringtie.c...													
201RS6	Bd	Wk4	201R	ZT16	Bd21	LD	20C	S6	Bd21-3-ZT16-20C-4W-LD_S6_Bd21-v3-1.stringtie.c...													
201RS7	Bd	Wk4	201R	ZT20	Bd21	LD	20C	S7	Bd21-3-ZT20-20C-4W-LD_S7_Bd21-v3-1.stringtie.c...													
201RS8	Bd	Wk4	201R	ZT22	Bd21	LD	20C	S8	Bd21-3-ZT22-20C-4W-LD_S8_Bd21-v3-1.stringtie.c...													
201RS9	Bd	Wk4	201R	ZT0	phyC	LD	20C	S9	phyC-4-ZT0-20C-4W-LD_S9_Bd21-v3-1.stringtie.count													
201RS1	Bd	Wk4	201R	ZT0	Bd21	LD	20C	S1	Bd21-3-ZT0-20C-4W-LD_S1_Bd21-v3-1.stringtie.count													
201RS10	Bd	Wk4	201R	ZT1	phyC	LD	20C	S10	phyC-4-ZT1-20C-4W-LD_S10_Bd21-v3-1.stringtie.c...													
201RS11	Bd	Wk4	201R	ZT4	phyC	LD	20C	S11	phyC-4-ZT4-20C-4W-LD_S11_Bd21-v3-1.stringtie.c...													
201RS12	Bd	Wk4	201R	ZT8	phyC	LD	20C	S12	phyC-4-ZT8-20C-4W-LD_S12_Bd21-v3-1.stringtie.c...													
